,msd_id,echo_nest_id,artist,title,year,peak,weeks
2944,TRHXWEE128F930DF37,SOPUTZP12AB017B1D1,Carpenters,I Won't Last A Day Without You,1972,12,11
2945,TRHXHBC128F92CC1D0,SODHHJY12A8C142CB5,The Bachelors,I Believe,1996,8,33
2947,TRHXHDL128E0791245,SOWRMFQ12A6701E03C,Carpenters,Hurting Each Other,1972,12,2
2949,TRHXQGG128F4287F0D,SOWOTSX12A8C13745E,Barry Manilow,I Write The Songs,1975,20,1
2951,TRHXNRQ128F1487790,SOSESRK12A6D4F8312,Robbie Nevil,Back On Holiday,1999,14,34
2952,TRHXNFO12903CB7CCA,SOQDDFD12AB018331A,Johnny Nash,Stir It Up,1972,14,12
2954,TRHXPWU128F429E93E,SOFDFMY12A8C139EEC,Los Indios Tabajaras,Maria Elena,1963,14,6
2955,TRHXTEB128F933631B,SOGLCVX12AB017F39C,Yvonne Elliman,I Don't Know How To Love Him,1973,10,28
2961,TRHXUBK128F14916F3,SOZKLTS12A6D4F86CE,Johnny Gill,Let's Get The Mood Right,1996,18,53
2963,TRHXUYR128F428800E,SOIDHVC12AF72A389E,Cracker,Low,1993,13,64
2964,TRHXEYG128F427FD8B,SOMQBOT12CF5F87745,Bob Dylan,On A Night Like This,1974,6,44
2965,TRHXOLU12903C9EF2B,SOKWABM12A58A79A25,Dee Clark,Hey Little Girl,1962,15,20
2970,TRHXKOG128F9326244,SOQSKNE12AB017FC32,Jordin Sparks,Battlefield,2009,22,10
2978,TRHXKMH128E0786BA3,SONAKBL12AB0183CF5,Garbage,Stupid Girl,1995,20,24
2979,TRHKMAE12903D00DB7,SOJYGVG12AC3DFA562,Kansas,Fight Fire With Fire,1983,7,58
2980,TRHKMXO128F428A21C,SOARHOC12A8C13B173,Floyd Cramer,Java,1975,11,49
2983,TRHKWQP12903CA3B88,SONNHJH12AAF3B4EA9,Usher,Moving Mountains,2008,9,67
2985,TRHKRDZ128F4289B18,SOEWCEZ12A8C136A9C,Roger Whittaker,The Last Farewell,1983,15,19
2986,TRHKFBW128F935AD06,SODKHXA12A8C1432A7,Stonewall Jackson,Waterloo,1989,16,4
2994,TRHKFKV128F426609B,SOUEYAH12A8C13049E,Gavin DeGraw,Chariot,2003,20,30
3000,TRHKQAU128F935A138,SOAVBAW12AB01830BC,Hedgehoppers Anonymous,It's Good News Week,1965,10,48
3002,TRHKASZ12903CAF484,SOWCKGA12AB0182264,The Michael Zager Band,Let's All Chant,1977,14,36
3003,TRHKAEX128F4266955,SORSXDJ12A8C134867,Lee Michaels,Do You Know What I Mean,1971,17,6
3004,TRHKTSZ128F1484C5F,SOUPIPE12A6D4FAC5F,Matthews' Southern Comfort,Woodstock,1970,16,23
3005,TRHKTSA128F428A4DD,SOWSNUH12A8C136C48,Kevon Edmonds,24/7,1997,20,10
3006,TRHKJYI128F92FF267,SOIUMRE12AB017CC51,U2,Magnificent,2009,79,79
3007,TRHKJVR128F42857EA,SOAGUWA12A8C139314,DJ Quik,Safe + Sound,1995,10,81
3008,TRHKSHA12903CABBD3,SOBBHSQ12AB018BA10,Paul Carrack,One Good Reason,1994,13,28
3009,TRHKOCA128F42A3F48,SOIFKBU12A8C131DD7,Winger,Headed For A Heartbreak,1988,18,19
3010,TRHKXDW128F42662CC,SOLSCLC12A8C133FAB,Brownstone,Grapevyne,1995,15,49
3011,TRHKYSY128F92C9520,SOZRJFA12A58A7A09A,Rick Springfield,I Get Excited,1982,12,32
3013,TRHKYKD128F93382BC,SOPYILE12A8C142EE2,Major Lance,The Monkey Time,1963,15,8
3015,TRHYHGH128F4292ADD,SONDFZG12A8AE46E4A,Toni Braxton,Un-Break My Heart,1996,42,1
3018,TRHYFZE128F4275473,SOCEJHH12A8C1361DB,Sandy Nelson,Drums Are My Beat,1962,7,29
3019,TRHYZQR128F428F5C5,SOAWESO12A8C13AC4E,Kanye West,Can't Tell Me Nothing,2007,19,41
3020,TRHYUNG128F92FC290,SOMOLZE12A58A7C1E6,Sister Sledge,Frankie,1985,8,75
3023,TRCMWIQ128F93167E0,SONHWNY12AB01836D7,EPMD,Crossover,1992,20,42
3024,TRCMWWF128E0782275,SOCAMFJ12A6310EF4F,Todd Rundgren,Can We Still Be Friends,1978,15,29
3025,TRCMRBA128F424B553,SOFLSJQ12A8C133047,Anne Murray,Danny's Song,1973,18,7
3026,TRCMRRJ128F428DFD7,SOZZCBH12CF5F87DB8,Christina Aguilera,Come On Over Baby (All I Want Is You),2000,21,1
3027,TRCMRNV128F42149CF,SONTAIJ12CF5F8735F,Sheryl Crow,The First Cut Is The Deepest,2003,36,14
3028,TRCMZWA128E0792989,SOYOWIZ12CF5F87DC8,Guns N' Roses,November Rain,1991,20,3
3029,TRCMZXV128E07943F4,SOTYAMP12A6D4F84E3,Sonny & Cher,All I Ever Need Is You,1972,15,7
3031,TRCMZNI128F4295B76,SOQPKYG12A8C141883,Terry Stafford,Suspicion,1969,15,3
3032,TRCMIKX128F4285768,SOIPNPX12A8C139412,The Five Stairsteps,World Of Fantasy,2005,8,49
3034,TRCMPYG128F4284762,SOECPIY12A8C1391DE,Tony Orlando & Dawn,Who's In The Strawberry Patch With Sally,1973,12,27
3036,TRCMLCV128F424EACD,SOHUFCT12A8151E05B,3 Doors Down,Citizen/Soldier,2008,2,96
3038,TRCMSZK128F145BBCC,SOPAWPI12A6D4F5FF4,Ferrante & Teicher,Tonight,1987,13,8
3039,TRCMOXY12903CDFD0D,SOPWXAI12AB0180B79,Chubby Checker,The Hucklebuck,1986,13,14
3040,TRCMXAZ128F9300B5C,SOJTDSY12AB017BB5E,The Marketts,Out Of Limits,1982,14,3
3042,TRCMXCE128F146F522,SOVZIAK12A6D4F849D,Helen Reddy,I Am Woman,1972,22,1
3044,TRCMYSH128F92F0865,SOXERNT12A58A78DBE,Del Reeves,Girl On The Billboard,1989,96,96
3046,TRCWWSE12903D080AD,SOSBNUV12A58A7DB10,Faith No More,Easy,1992,8,58
3048,TRCWFLN128F427F350,SODZKPN12D021B3BD7,Janis Joplin,Cry Baby,1971,6,42
3053,TRCWQBZ128F931F221,SOMZULB12AB018223C,Indigo Girls,Galileo,1992,2,89
3055,TRCWPSO128F423BB6A,SOGELCS12A8AE48058,Jackie DeShannon,Put A Little Love In Your Heart,1987,14,4
3056,TRCWTKK12903CEA104,SODFMRT12AC468A868,Del Shannon,The Swiss Maid,1963,5,64
3058,TRCWLAW128F422B9D4,SOHALKJ12AB017FCC2,Godsmack,Speak,2006,3,85
3060,TRCWJWK128F932C815,SOCBCRI12AB018A08B,Jimmy Reed,Big Boss Man,1960,3,78
3062,TRCWJKZ128F930E0E1,SOSGPVW12A58A76A36,Chic,Good Times,1979,19,1
3063,TRCWDLZ128F4264C6F,SOHLJQC12AF72A9AB6,Neil Diamond,America,1980,17,8
3064,TRCWXZR128F935AE47,SOWCBQK12A58A7D1F2,Trini Lopez,Gonna Get Along Without Ya' Now,2003,3,93
3065,TRCGCDU128E0781AE8,SOHWNDS12A6310E2F3,KC And The Sunshine Band,Queen Of Clubs,1974,5,66
3066,TRCGRCO128F426692A,SONVRAH12A8C1318A4,Babyface,For The Cool In You,1993,9,81
3069,TRCGQJE128F42AF429,SOZGMSV12A8C13DFE7,Ruben Studdard,Change Me,2006,94,94
3070,TRCGAVX12903CFBC61,SOHQFVC12A58A7B234,Ashanti,Rock Wit U (Awww Baby),2003,21,2
3071,TRCGAQU128F9364C33,SOXLBUE12A8C143C42,Starship,We Built This City,1985,24,1
3075,TRCGPIM128F92F66B5,SOISAOE12AB017CA47,Marv Johnson,Come To Me,1959,15,30
3078,TRCGPTK12903CF3565,SOVXKQN12AC4689F71,Big Bopper,Big Bopper's Wedding,1959,7,38
3079,TRCGTRY128F145FD0B,SOZDKUC12A6D4F79A3,Smokey Robinson & The Miracles,Darling Dear,2002,100,100
3080,TRCGULE128E07844D7,SOARLMF12A58A7D56C,Rare Earth,Born To Wander,1970,11,17
3084,TRCGSZF128F426E849,SOYLJCU12A8C133B48,Doug Stone,I Never Knew Love,1995,9,81
3086,TRCGOUO128F425C1DE,SOTSXVO12A8AE488EC,The Alan Parsons Project,Time,1980,23,15
3087,TRCGOLF128E0793C83,SOVEQFF12A6D4F60FD,Carpenters,(Want You) Back In My Life Again,1981,8,72
3088,TRCGYOB128F92DFA37,SOIAOWZ12A8C144528,Jordin Sparks,One Step At A Time,2007,21,17
3093,TRCHMQK128F42742A0,SORHWHC12A8C13A547,Westside Connection Featuring Nate Dogg,Gangsta Nation,2003,18,33
3094,TRCHGMG128F428EA87,SOHLGKC12CF5F889C1,Backstreet Boys,Shape Of My Heart,2000,20,9
3097,TRCHGXF128F9308761,SOWKPKC12AB017B4C8,Steve Forbert,Romeo's Tune,1995,19,11
3100,TRCHGSY128F92EFE9B,SOAVEVH12A58290FF0,Chely Wright,Single White Female,1999,20,36
3102,TRCHHIC128F422B9CC,SOSSZBN12A6D4FD111,Diana Ross,Ain't No Mountain High Enough,1970,14,1
3103,TRCHHHC128F428A398,SONPEUD12A8C13A191,Alan Jackson,Where Were You (When The World Stopped Turning),2002,20,28
3105,TRCHAJL128F9325737,SOZJIVL12AB017D734,Hilary Duff,Stranger,2007,97,97
3106,TRCHNGK128F4272649,SOWVBDF12AF72A95F2,The Charlie Daniels Band,The Legend Of Wooley Swamp,1980,14,31
3108,TRCHPTB12903CECB9A,SOEOXGY12D02199501,Toto,Hold The Line,1978,21,5
3110,TRCHXXE128F428547C,SODABFB12A58A81788,The Pointer Sisters,I'm So Excited,1982,40,9
3112,TRCHKDU128F92EE4A6,SOVDQMP12A8C137A1F,The Pointer Sisters,Baby Come And Get It,1984,11,44
3114,TRCCCFN128F92E1D44,SODZAWB12A8C1421B2,B*Witched,C'est La Vie,1998,15,9
3116,TRCCRQF128E0786B9E,SOIYEFV12A6701DB02,Garbage,Only Happy When It Rains,1995,20,55
3117,TRCCBKN12903CEA43A,SODSSIH12AB018CC2C,Jimmy Reed,Down In Virginia,1959,2,93
3118,TRCCFZJ128F1459431,SOJLKPJ12A6D4F722E,Tavares,It Only Takes A Minute,1975,18,10
3121,TRCCQAT12903CED283,SOLDINN12CF5F88E34,Avril Lavigne,Don't Tell Me,2001,20,22
3122,TRCCZNX128F4269522,SOPGWKQ12A8C131D62,Major Lance,Ain't It A Shame,1963,3,91
3123,TRCCUKH128F429CBD5,SOKNAOF12AF72AC876,Lifehouse,First Time,2007,26,26
3124,TRCCJKN128F426E04D,SOSRVMO12A8C135800,Da Brat,Funkdafied,1994,20,6
3125,TRCCSCE128F92EF9A9,SONRJZY12A8C1420CC,The Shirelles,Soldier Boy,1962,14,1
3128,TRCCSYT128F931AF52,SOVLJEB12A58A7B46D,Mary Wells,Bye Bye Baby,1961,11,45
3129,TRCCSPD128F4282347,SOBQYZZ12A8C137B22,Omarion,Touch,2005,3,94
3130,TRCCVVV128F42838D9,SOXBCZH12A67ADAD77,Cat Stevens,Peace Train,1971,12,7
3134,TRCCXCS128F42651E9,SOQTWMH12A8C13382D,Cheap Trick,She's Tight,1991,7,65
3136,TRCCKLL128F4296C2A,SOVQQXR12A8C13AB5D,Petey Pablo,Raise Up,2001,21,25
3138,TRCCYGD128F42B62F9,SOSFGEN12A8C13F17F,Buddy Miles,Wholesale Love,1997,6,71
3139,TRCRGLM128F92DD89F,SOUCZRD12A8C13F46D,Lee Dorsey,Ya Ya,1961,13,7
3141,TRCRZOM128F92D630A,SOIKYYV12CF5F86F58,Katy Perry,Waking Up In Vegas,2008,23,9
3142,TRCRZGY128F42AB2E6,SOMBQJJ12A8C13C584,Leif Garrett,Memorize Your Number,1998,9,60
3143,TRCRIOH12903CF4508,SOJSLMH12D021B0D6D,Toto,Rosanna,1982,23,2
3144,TRCRIPX128F92F3515,SOKHMQC12A8C13F1C5,Rascal Flatts,Life Is A Highway,2006,20,7
3145,TRCRAGX128F933D9F7,SOSWWUP12A58A7C464,Chad & Jeremy,What Do You Want With Me,1965,8,51
3146,TRCRAAM12903CCC098,SOIVLGC12AB0186436,Lady Antebellum,I Run To You,2008,21,27
3147,TRCRNVK12903CCCA78,SOUPSGD12D021B209E,Johnny Cash,Folsom Prison Blues,1957,12,32
3151,TRCRPMM128F92FE9DE,SOJLFXL12AB0182437,Jerry Butler,Moon River,1963,17,11
3154,TRCRTBQ128F148C3E7,SOCMLQZ12A6D4F59A4,Sugababes,Hole In The Head,2003,2,96
3156,TRCRUIN128E078E0BC,SOFVTSM12A67020729,Bananarama,Venus,1986,19,1
3158,TRCRJEP128F427708A,SOHSGAG12A58A75FEE,Ruff Endz,Someone To Love You,2001,20,49
3160,TRCRSFM128F1498A33,SOCYMCS12A58A7AF11,Chuck Mangione,Give It All You Got,1979,16,18
3161,TRCRXUM12903CC66C3,SOQQTWC12AB0184769,The Five Stairsteps,Come Back,2005,6,61
3163,TRCRXNM128F930B737,SOFEHLW12AB0186CDB,Otis Redding,Try A Little Tenderness,1966,10,25
3166,TRCRKRB12903CB4DB6,SOWYXKY12AB0186BDC,Dobie Gray,Drift Away,1973,21,5
3169,TRCRYYN128F4295B49,SOEQFQX12A8C13E6E6,Dobie Gray,Look At Me,2001,2,91
3170,TRCBMXF128F93055B1,SOWREII12AAF3B43F1,OneRepublic,All The Right Moves,2009,34,18
3172,TRCBWFQ128F426B896,SOGPWFK12A8C13CCFB,Ed Ames,Try To Remember,2005,6,73
3174,TRCBWBP128F9322B1E,SOVDAQI12AB0183C55,The Rolling Stones,Jumpin' Jack Flash,1968,12,3
3177,TRCBWVT12903D03A8C,SOJDSBG12AB0186E32,The Tokens,The Lion Sleeps Tonight,1961,15,1
3181,TRCBHDA128F42AC47A,SOHNZZJ12A8C13FC30,Toni Braxton,Spanish Guitar,2000,3,98
3186,TRCBCET128F4266A5B,SOODAJR12A8C131645,The Byrds,So You Want To Be A Rock 'N' Roll Star,1967,7,29
3188,TRCBZEO128F427E24F,SOXDKUK12A8C13CA35,U2,Who's Gonna Ride Your Wild Horses,1991,16,35
3189,TRCBZLW128F428CF55,SOYKUTK12D0219A7B0,Brooks & Dunn,Boot Scootin' Boogie,1991,15,50
3191,TRCBIIS128F147FCB6,SOPASPU12A58A7F0C0,Phil Collins,I Wish It Would Rain Down,1989,17,3
3192,TRCBAHG12903CBEEBC,SODNFFW12AB018A575,Vic Dana,Little Altar Boy,1966,8,45
3193,TRCBTTH12903CCBDE9,SOZGHWH12A8C140086,The Elegants,Little Star,1986,17,1
3202,TRCBECX128F934C5A9,SOLVWUR12CF5F89053,Leonard Cohen,Hallelujah,1984,59,59
3203,TRCBDFG128F92DF703,SOOOYVI12A8C146012,Paula Abdul,Straight Up,1988,25,1
3204,TRCBOJD128F92F4C12,SOWTUTX12AB017B6DF,Rod Bernard,This Should Go On Forever,1958,12,20
3205,TRCBXDL128E0791826,SOEFNJM12A6701C8BE,The Cranberries,Dreams,1992,20,42
3206,TRCBKAX128F92F15F0,SOFCANE12A8C143265,Carla Thomas,B-A-B-Y,1966,16,14
3212,TRCBYSH128F42A0AC9,SOXTRKH12A8C13ED4F,The Jacksons,Blame It On The Boogie,1978,6,54
3216,TRCFWAK128F92E32CD,SOYZQLH12A8C13F7D5,Rick Springfield,Souls,1983,15,23
3217,TRCFHZI12903D01819,SOLXBUP12AC3DF851F,Sade,Soldier Of Love,2010,11,52
3218,TRCFCXJ128F42AEE3E,SOVSPCK12A8C13EA2C,Bobby Vinton,Sealed With A Kiss,1991,14,19
3220,TRCFRBM128E0789B80,SOOPATF12AF729E876,Keith Urban,You're My Better Half,2004,20,33
3221,TRCFFVR128F145D6DF,SOYPMDY12A6D4F77DE,Keith Urban,Your Everything,1999,16,51
3222,TRCFFEG128F93187A7,SOSJZRQ12A8AE48033,Rolf Harris,Sun Arise,1962,7,61
3223,TRCFFKI128EF356E6F,SOELGZJ12A6D4F2BF3,The Salsoul Orchestra,Tangerine,1975,13,18
3224,TRCFNZR12903CD78B9,SOUWIAE12A8C141837,The Grass Roots,Sooner Or Later,1987,11,9
3225,TRCFNXN128F149667B,SOSNUEY12A6701E31A,The Rubettes,Sugar Baby Love,1974,10,37
3231,TRCFPUK12903CA6FB2,SOAGJHI12AB0184C1E,Kenny Rogers,Crazy,1997,8,79
3232,TRCFUFF128F421AEDB,SOHNVZZ12A6D4FCEA2,Lynn Anderson,Rose Garden,1970,17,3
3238,TRCFUAN128F42513F4,SOTZQOD12A8C135019,Canned Heat,Let's Work Together,1970,11,26
3242,TRCFEQF128F1456DAA,SOQAYVB12A6D4F77B0,Lil' Romeo,My Baby,2001,14,3
3243,TRCFSXM12903CC84F4,SOJRUAF12CF530E600,Dolly Parton,Jolene,1974,8,60
3244,TRCFVMT128F4296BE6,SOCALIS12D021B3960,Kenny Chesney,Young,2002,20,35
3245,TRCFDVC128F931FB33,SOEXJRQ12AB0180ACA,Jackie Wilson,We Have Love,1959,2,93
3246,TRCFOUA128E07842AC,SOIDJXS12CF5F880B5,Guns N' Roses,Sweet Child O' Mine,1987,24,1
3248,TRCFOYB128F42AD413,SONCDZK12A58A7C32A,R. Kelly,Your Body's Callin',1993,20,13
3249,TRCFOKO12903CDCF51,SOILGKZ12AB018CF53,Chuck Berry,Carol,1958,10,18
3252,TRCFKEK128F4293782,SOBGWVH12A8C13CC2D,Ronnie Milsap,He Got You,1982,7,59
3253,TRCFYVX12903CC52FF,SOIMLSA12AB018772D,Peaches & Herb,Reunited,1978,23,1
3256,TRCFYQB128F42887DA,SOOEOYR12A8C1375C2,Samantha Fox,Naughty Girls (Need Love Too),1992,27,3
3259,TRCQMCQ128F92D328C,SOWAHKZ12A8C1441CC,Cozy Powell,Dance With The Devil,1973,9,49
3260,TRCQGGK12903CC3616,SOXXICO12AB0188AEA,Kelly Clarkson,A Moment Like This,2002,20,1
3261,TRCQRMK12903CA6266,SOBSSJS12AB018720C,Carly Simon,Coming Around Again,1987,17,18
3264,TRCQFKQ128F93369F7,SOTTKRQ12AB01826D6,Britney Spears,3,2009,20,1
3267,TRCQISO128F4284E84,SOPASUJ12A8C136BA0,The Box Tops,Choo Choo Train,1968,8,26
3269,TRCQTSP128F1494D0F,SOKJOPB12A67AD8764,Akon,Lonely,2004,20,4
3272,TRCQURZ128F4265E72,SOHFODH12A8C132B96,Neil Diamond,Be,1973,9,34
3275,TRCZMMV128F422B96A,SOQTOMH12A6D4FCD0D,Pebbles,Giving You The Benefit,1990,22,4
3276,TRCZMDA128F92F15DC,SOUJCDW12A8C143207,Sailcat,Motorcycle Mama,1972,15,12
3278,TRCZMBU128F42A631B,SOKRPAO12A8C14530C,A Flock Of Seagulls,I Ran (So Far Away),1982,22,9
3279,TRCZGBG128F4222F61,SOZSFWF12A6D4F93D5,Marvin Gaye,Let's Get It On,1973,19,1
3280,TRCZFRL128F931B32B,SOAGZVX12AB01862E2,The Elgins,Heaven Must Have Sent You,1966,8,50
3286,TRCZIUO12903CE5274,SOHSPVM12D0219A2FF,Scorpions,Wind Of Change,1990,25,4
3287,TRCZAKQ128E0785F5D,SOEDAII12A670201DF,Ashanti,Baby,2002,22,15
3288,TRCZURP12903CD9FBA,SOZVRKO12AB0188D6C,Betty Everett,You're No Good,1963,10,51
3290,TRCZJUZ128F1462B9C,SOZZVYV12A6D4F7D7E,Wet Willie,Leona,1977,5,69
3291,TRCZOOS128F425FA41,SOHSAYJ12A8AE48A05,Jackson 5,I Want You Back,1969,19,1
3297,TRCZYKJ128E079299B,SOXHOIW12CF5F88050,Guns N' Roses,You Could Be Mine,1991,15,29
3300,TRCIGNJ128F4273423,SOKTIJR12A8C134945,Adam Ant,Desperate But Not Serious,1982,8,66
3301,TRCICNG12903CAC448,SOKJFYL12AB01879D0,Evanescence,Call Me When You're Sober,2006,22,10
3303,TRCIFTR128F4266154,SOOGGBW12A8C13A887,Edwin Starr,Headline News,1968,4,84
3305,TRCIUTO128F42B63F8,SORIBFT12A8C140BF6,Chuck Berry,Promised Land,1964,7,41
3308,TRCIEWS12903CB56F3,SONHANN12AB0183981,Dazz Band,Let It All Blow,1984,7,84
3311,TRCIJCU128E078E7DA,SOHSMVT12A6701BEB6,Bobby Brown,Don't Be Cruel,1988,26,8
3313,TRCISOV128E07929B3,SOUETWN12A6701EB1B,Beck,Loser,1993,24,10
3314,TRCISIH128F425D737,SOXFOGP12CF5F88A17,Dolly Parton,Here You Come Again,1977,19,3
3317,TRCIXSN128EF342BAC,SODVHFU12CF5F88A22,Elton John,Saturday Night's Alright For Fighting,1973,12,12
3318,TRCAWJV12903CD3B2A,SOCFJUW12AB018D6FA,Ohio Players,Love Rollercoaster,1975,16,1
3320,TRCAHRK128F93227E0,SOBUFXO12AB0188FF6,The Marvelettes,As Long As I Know He's Mine,1982,13,47
3321,TRCAHLU128F931676B,SOBQWNO12CF5F8887A,Michael Jackson,Got To Be There,1972,14,4
3324,TRCACXH128F92FE941,SOZYSIU12AB0180A0F,Gene Chandler,Rainbow,1962,12,47
3325,TRCACUG128F92F19D1,SOTQXVY12A8C1411A7,The Cowsills,Indian Lake,1968,13,10
3326,TRCAFTG128F428C458,SOBUNNG12A8C13C71A,Public Enemy,Can't Truss It,1991,15,50
3328,TRCAQFQ128F145B455,SORFSLI12A6D4F6867,Corey Hart,Can't Help Falling In Love,1986,14,24
3329,TRCAQXK128F92EB3DA,SOLEZOC12AF72A61AF,David Archuleta,Angels,2008,89,89
3330,TRCATSE128F9324EEB,SODUTPI12CF56626B5,The Rolling Stones,Ruby Tuesday,1967,12,1
3331,TRCAJIM128F4259719,SOHTNRA12A8AE459B4,Dead Or Alive,Brand New Lover,1986,22,15
3333,TRCASBH128F429FBAF,SORIVIM12A8C13DA6C,Rick Springfield,Celebrate Youth,1985,11,26
3335,TRCADQW128F4260C6D,SOULQPJ12A8AE48BD7,Avril Lavigne,Losing Grip,2001,6,64
3337,TRCADRD128F930EF50,SOLEXSH12D021B2052,John Denver,Rocky Mountain High,1972,19,9
3339,TRCADDH128F426A76C,SOHAJHJ12A8C1312EB,The Doobie Brothers,Dependin' On You,1978,12,25
3340,TRCAYGX128F92E5492,SOPIKYW12AB018127A,The Dramatics,Fell For You,1973,10,45
3342,TRCNWHP128F92F7165,SODCAWW12A8C132256,The Emotions,So I Can Love You,1970,10,39
3344,TRCNGMN128F428A1BF,SOQSVUO12CF5F88B2C,The Police,King Of Pain,1983,16,3
3346,TRCNADJ128EF34DDC8,SOONATA12A58A76DDE,The Supremes,Bad Weather,1973,87,87
3347,TRCNAFT128F426B24B,SOZFFDB12A8C133E1E,Gloria Estefan,Cuts Both Ways,1989,14,44
3348,TRCNLXE12903CC096A,SOQZYDF12AB0186D05,Johnny Burnette,You're Sixteen,1960,15,8
3351,TRCNJYR128F428B43A,SOLIYDQ12A8C138AA2,The Pointer Sisters,Neutron Dance,1984,23,6
3354,TRCNJMD128F14AEC56,SOBWRFI12A6D4FA263,The Gap Band,Early In The Morning,1982,14,24
3355,TRCNJRO128F92F0A25,SOTKEZC12D0219924C,Jonas Brothers,Paranoid,2009,7,37
3357,TRCNVLA12903CF6052,SOSHDXD12A8C1427A7,Kelis,Milkshake,2003,22,3
3359,TRCNVHM128F4263131,SOIAQAR12A58A7AC56,Ronnie Milsap,Smoky Mountain Rain,2001,21,24
3360,TRCNVJH128F427213A,SOPVOTP12A8C1337C8,Luther Vandross,The Rush,1991,7,73
3361,TRCNXRZ128E07923AF,SOCFQLC12AB0183155,Joe Cocker,Put Out The Light,1974,12,46
3362,TRCNXRX128F4270ABD,SOQSSOT12A8C134D2C,Regina Belle,Baby Come To Me,1989,9,60
3364,TRCNKTQ128F4266766,SOWROBO12A8C132CA4,Jessica Simpson,I Wanna Love You Forever,1999,20,3
3365,TRCNYNV128F92F06DC,SOVSVYC12A58A7B319,Jeanne Pruett,Satin Sheets,1973,15,28
3368,TRCPGPU12903CD924E,SOWCLBF12AB018915D,Del Shannon,Runaway,1961,17,1
3373,TRCPHJB12903CADA37,SOGPQHA12AF72A8950,Michael Jackson,Rockin' Robin,1972,13,2
3378,TRCPQWI128F9334FBB,SOMMQMU12AB0185802,Candlebox,Far Behind,1993,23,18
3379,TRCPZPM128F4280658,SOCEXOH12A8C13D06A,Bellamy Brothers,Satin Sheets,1976,3,73
3380,TRCPIQI128F1496265,SOIVPIT12A6D4F9128,The Supremes,You Keep Me Hangin' On,1987,12,1
3382,TRCPLGY128F9320C1E,SOGLTDN12CF5F87E39,Robin Thicke,Magic,2008,17,59
3384,TRCPEFE12903C9B541,SOGWSZO12AB0189354,Eddie Holman,Hey There Lonely Girl,1986,14,2
3391,TRCPSEN128F4293E99,SOUXEML12D021910B8,Rascal Flatts,Fast Cars And Freedom,2004,20,38
3392,TRCPXWQ128F42ADF5A,SONANXK12D0219AA7C,P!nk,Stupid Girls,2006,16,13
3395,TRCTHKW128F145B443,SOYUVXY12A6D4F6859,The Smithereens,Too Much Passion,1991,14,37
3396,TRCTBGL128F9359235,SOONJZK12AB0184934,Keri Hilson,Energy,2008,9,78
3398,TRCTFXZ128F4263B80,SORXIKW12A8C1339CE,Rebbie Jackson,Centipede,1998,19,24
3400,TRCTQFJ128F4272C9B,SOTZSUU12A58A7A483,Sam & Dave,Said I Wasn't Gonna Tell Nobody,1966,6,64
3402,TRCTNRL128F4287DA1,SOSSWSI12AF72A1145,Whitney Houston,So Emotional,1987,19,1
3403,TRCTPRI128F147799E,SOXCSOP12D021B3C3F,Stevie Wonder,Uptight (Everything's Alright),1966,14,3
3407,TRCTPAJ128F4237508,SOFFSHT12A67020485,Seal,Waiting For You,2003,8,89
3408,TRCTEPW128E0792478,SOBEKKY12A6701D23A,Guns N' Roses,Yesterdays,1991,10,72
3410,TRCTEDP12903CBA4AB,SOEUESM12AB01871A3,Billy Joel,Piano Man,1973,14,25
3411,TRCTVFN128F148D0FD,SOZEYZW12A6D4F9739,Bloodhound Gang,The Bad Touch,1999,12,52
3413,TRCTOGB128F426EBAD,SOXGTYW12A8C133C01,Tanya Tucker,Delta Dawn,1972,7,72
3416,TRCTKZC128E0792658,SOUDIAF12873FD5545,Bilal,Soul Sista,2000,14,71
3417,TRCUMBE128EF34A4C0,SOAXZIR12A6BD4EF9D,The Bachelors,Marie,1979,10,15
3418,TRCUWGR128E079283F,SORFHOZ12A6701E129,TRUSTcompany,Downfall,2002,4,91
3419,TRCUGYD12903CFB6A6,SOCJDBE12AC46893EF,Jackie Wilson,Danny Boy,1958,3,94
3420,TRCUFUI128F42857AA,SOQRSZT12A8C135DBB,Brad Paisley,Two People Fell In Love,2001,18,51
3421,TRCUZSV12903CC1D27,SOUFNQT12AB018C5C4,Don & Juan,Magic Wand,1995,3,91
3423,TRCUPCW12903D071C4,SOFPWWB12D021B2347,Elvis Presley,One Night,1958,17,4
3425,TRCUULJ128F931FC63,SOJFWHK12AB0185915,The-Dream,Shawty Is A 10,2007,20,17
3426,TRCUEPI128F4278E10,SOUKXIN12A8C133C7F,Incubus,Drive,1999,39,9
3428,TRCUVUS128F428B043,SOCJMUH12A8C137E88,Deborah Cox,It's Over Now,1998,6,70
3429,TRCUDVT128F1465DDE,SOMINVF12A6D4F736D,Richard Marx,Until I Find You Again,1997,20,42
3430,TRCUKHR128F92DF656,SOCWCZN12A8C14388F,Sara Bareilles,Love Song,2007,41,4
3433,TRCUYBK128F933ADC3,SOMUZRK12D021B53CD,U2,Sweetest Thing,1987,17,63
3435,TRCLGNX128F1467340,SOAVQRL12A6D4F86E4,Jimmy Buffett,Fins,1979,11,35
3436,TRCLHBT128F92F30C7,SOHKZLD12A8C13F0AC,The Dells,Give Your Baby A Standing Ovation,1979,16,34
3440,TRCLBXD128F932472C,SOMUXVE12A6D4F6EAB,Everything But The Girl,Missing,1994,55,2
